"Sample"	"q"	"Group"	"Asymptote"	"FinalDepth"	"FinalDiversity"	"ExpectedFinalDiversity"	"FinalSlope"	"ExpectedFinalCov"	"OptDepth_0.5"	"OptDiversity_0.5"	"OptCov_0.5"	"OptDepth_0.1"	"OptDiversity_0.1"	"OptCov_0.1"	"OptDepth_0.05"	"OptDiversity_0.05"	"OptCov_0.05"	"OptDepth_0.01"	"OptDiversity_0.01"	"OptCov_0.01"	"m1_a"	"m1_b"	"m1_AIC"	"m1_weight"	"m2_a"	"m2_b"	"m2_AIC"	"m2_weight"	"m3_a"	"m3_b"	"m3_c"	"m3_AIC"	"m3_weight"	"m4_a"	"m4_b"	"m4_c"	"m4_AIC"	"m4_weight"	"m5_a"	"m5_b"	"m5_c"	"m5_d"	"m5_AIC"	"m5_weight"
"LF_F18"	"0.0"	"All"	"3034.87569668821"	"0.88"	"43"	"40.0442784106636"	"10.8379691160734"	"0.0131947013363222"	"922.359999999306"	"2870.43035192589"	"0.945814800605584"	"1428.15999999885"	"2996.00350499582"	"0.987191504503857"	"1648.06999999865"	"3011.8582397942"	"0.992415683805724"	"2173.39000000102"	"3024.81995867376"	"0.996686606299749"	"103.272808968664"	"1"	"52.5191850039908"	"1.68061692635925e-07"	"36.5282780046206"	"16.2377821763648"	"27.3071515774104"	"0.0501409121883686"	"4102.26596466742"	"4073.20247371226"	"0.996801236023789"	"21.9455202705116"	"0.731906620968869"	"116.823093186138"	"0.000358609251529591"	"0.13539824591453"	"24.4612736912375"	"0.20804954084448"	"632.501246576896"	"0.207083750174447"	"543.363215393135"	"0.158287039004881"	"30.5511995525988"	"0.00990275793658908"
"LF_F18"	"0.0"	"Bacteria"	"612.307205686922"	"0.88"	"16"	"14.5242387753682"	"0.826185210588949"	"0.0237205093137424"	"295.119999999877"	"191.216098650065"	"0.312287846483119"	"1647.66999999865"	"527.304861018424"	"0.861176964962975"	"2230.56000000227"	"569.350201438205"	"0.929844032783306"	"3585.55000003184"	"603.016441695577"	"0.984826629663909"	"40.2700610987576"	"1"	"37.2347181425531"	"2.10351320413202e-08"	"14.2206225606292"	"28.91687293964"	"3.09228967282174"	"0.545606309690317"	"1917.8330618899"	"1904.83318511407"	"0.998810801980998"	"4.20294501846412"	"0.313114831895315"	"25.7462477600975"	"1.41857153205916e-05"	"0.0498922393732571"	"5.89030370560835"	"0.134678526670525"	"87.7079846723525"	"0.271562785965835"	"1.54688449138361"	"0.0728782620089298"	"11.9218515651063"	"0.00660031070871122"
"LF_F18"	"0.0"	"Viruses"	"57.8335200471321"	"0.88"	"6"	"5.2957399050336"	"0.170449645313218"	"0.0915686940846376"	"0.19"	"5.14819337226801"	"0.0890174654434388"	"106.780000000018"	"17.5608437071094"	"0.303644732203711"	"383.369999999796"	"37.5027886441472"	"0.648461110677403"	"1028.08999999921"	"53.5203336258657"	"0.925420648479441"	"14.8250266902525"	"1"	"17.666721066645"	"1.50303745430992e-07"	"5.22597461426757"	"34.5434835425272"	"-12.9243563716426"	"0.660294783735136"	"279.757396745629"	"274.890844927833"	"0.997503219606953"	"-10.4251299667541"	"0.189250810477487"	"9.56117834843259"	"2.57381622391569e-06"	"0.0442117860162814"	"-9.96630179240916"	"0.150454255483631"	NA	NA	NA	NA	NA	"0"
"LF_F18"	"0.0"	"Arthropods"	"290.343366633451"	"0.88"	"18"	"16.4744940224837"	"4.79119200192684"	"0.0567414169419695"	"136.260000000021"	"215.964721838194"	"0.743825231285008"	"266.009999999903"	"247.595089715775"	"0.852766476419474"	"332.919999999842"	"252.370308781269"	"0.869213275672589"	"705.069999999504"	"259.685809772884"	"0.894409308481736"	"41.3133259956409"	"1"	"29.4446388288075"	"0.00216104784026793"	"15.325861081952"	"7.3681018874323"	"19.1586543361588"	"0.370030509973734"	"710.376838744847"	"701.388204716202"	"0.986203048635171"	"19.5006962441332"	"0.311863161803401"	"132.63972686023"	"0.00074975338980693"	"0.282083118846329"	"19.5708295078944"	"0.301116693528546"	"1557.98038002019"	"0.0902793923986017"	"917.313655783585"	"0.296431011904691"	"25.5927115355533"	"0.0148285868540518"
"LF_F18"	"0.0"	"Others"	"1.52538689195652"	"0.88"	"1"	"0.988093309814188"	"0.357846048405335"	"0.647765701294851"	"0.7"	"0.912683042654113"	"0.598328887881993"	"2.2"	"1.22943712838732"	"0.805983803106109"	"3.44999999999997"	"1.31761509878291"	"0.863790757433932"	"8.52999999999986"	"1.4312746105907"	"0.938302681200369"	"2.26936128152329"	"1"	"-5.07179770092862"	"0.394468083626897"	"0.967311559789329"	"3.75522011704323"	"-5.55874641656772"	"0.503212522837577"	"2.06927126101076"	"1.90249555276622"	"0.491157681457386"	"-0.511593466194944"	"0.04034373500203"	"0.96732770823749"	"3.75501172315148"	"1"	"-1.27303212469819"	"0.0590364733657967"	"0.967362639060386"	"9079.16831973376"	"2417.91258521537"	"1"	"4.72701398820446"	"0.0029391851676995"
"LF_F18"	"0.0"	"Fungi"	"1.1537259553598"	"0.88"	"1"	"1.11825115220827"	"0.00600201005831382"	"0.969251967517312"	"0.17"	"1.09007895839074"	"0.944833522490001"	"0.25"	"1.10886673376555"	"0.961117957530688"	"0.29"	"1.11148160532263"	"0.963384415648344"	"0.51"	"1.11543363302586"	"0.966809863160273"	"3.09667082228656"	"1"	"-7.85695607897248"	"0.00429873698322316"	"1.116918123971"	"22.8578050773227"	"-18.5292350236267"	"0.892887619604143"	NA	NA	NA	NA	"0"	"1.40685063045986"	"2.94204321598916e-06"	"0.0180250072755654"	"-14.100326679017"	"0.0975150333910765"	"1.12156409628992"	"4.01155343061895"	"0.13479070697327"	"1"	"-8.27520262168512"	"0.00529861002155766"
"LF_F18"	"1.0"	"All"	"6.46033166449354"	"0.88"	"3.53936978104542"	"5.65682741188435"	"0.427395879047444"	"0.875624922320117"	"0.74"	"5.59217764443303"	"0.865617732161965"	"2.88999999999998"	"6.07200570179295"	"0.939890707959336"	"4.49999999999995"	"6.18567930178348"	"0.957486337083967"	"11.2999999999998"	"6.33751963238742"	"0.980989825525351"	"12.3214614552669"	"1"	"44.2324768691381"	"0.122598118769391"	"5.64136432286416"	"214.009265917861"	"40.2963699613365"	"0.877401881230609"	NA	NA	NA	NA	"0"	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	"0"
"LF_F18"	"1.0"	"Bacteria"	"19.1480563198462"	"0.88"	"5.72877030352766"	"8.96291997950248"	"5.41762571294879"	"0.468085106382979"	"5.18999999999993"	"16.0546708077547"	"0.838449111470111"	"12.8399999999998"	"17.7645262389325"	"0.927745664739883"	"18.5700000000001"	"18.1696170597621"	"0.948901379662749"	"42.7600000000001"	"18.7104864770709"	"0.977148080438757"	"19.1480563198462"	"1"	"26.1537233157834"	"1"	NA	NA	NA	"0"	NA	NA	NA	NA	"0"	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	"0"
"LF_F18"	"1.0"	"Viruses"	"5.42953020436659"	"0.88"	"4.27994015071326"	"3.98560522709322"	"0.0788387599574674"	"0.734060789253529"	"0.15"	"3.88121693260829"	"0.714834762220661"	"0.68"	"3.96791142418296"	"0.730801980066682"	"1.34"	"4.01445211003234"	"0.739373750385217"	"3.65999999999997"	"4.06686916826679"	"0.749027819201759"	"11.1747035156123"	"1"	"12.2775652232713"	"2.0384651587636e-09"	"3.9425889092057"	"41.8227629130952"	"-26.6846390720237"	"0.588624666041258"	"4.26960740573981"	"0.550967807264237"	"0.336072542323663"	"-24.6313041317938"	"0.210844579306378"	"5.25911564318358"	"0.000370206883277572"	"0.0329920780001469"	"-24.434056615424"	"0.191042805004647"	"126.885747009175"	"0.0574475545120667"	"575.146507646347"	"0.0433446299167899"	"-18.4291062305041"	"0.00948794760925285"
"LF_F18"	"1.0"	"Arthropods"	"2.98666279072023"	"0.88"	"1.68632350188975"	"2.53645081747468"	"0.239474453854019"	"0.849259188334085"	"0.31"	"2.34055705812356"	"0.783669674861129"	"1.91"	"2.69580419632104"	"0.902614183528549"	"3.11999999999998"	"2.78122625923925"	"0.931215357783514"	"8.19999999999987"	"2.89466295270918"	"0.969196442833486"	"5.80703057563981"	"1"	"27.4215899258803"	"0.145754099048874"	"2.50544284571409"	"202.856392427408"	"23.8849936380884"	"0.854245900951126"	NA	NA	NA	NA	"0"	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	"0"
