txid	TxPath	TxGroup	KEGG_KO	ReadCount
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03647	14
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03648	22
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03650	35
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03652	10
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03655	30
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03657	104
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03664	10
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03665	24
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03667	48
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03671	2
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03685	49
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03686	34
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03687	14
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03693	56
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03696	116
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03697	70
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03698	14
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03700	23
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03701	105
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03702	42
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03703	36
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03704	10
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03705	14
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03709	36
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03710	28
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03711	6
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03713	8
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03722	33
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03723	86
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03734	18
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03735	4
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03736	14
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03739	32
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03740	37
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03742	23
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03743	23
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03744	8
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03756	10
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03758	30
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03763	90
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03778	68
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03781	48
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03784	24
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03798	84
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03799	20
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03800	67
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03811	14
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03816	7
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03823	12
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03839	12
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03885	11
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03925	14
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03928	24
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03973	4
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03975	16
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03976	8
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03977	36
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03978	8
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K03979	38
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04019	8
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04023	2
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04026	8
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04027	4
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04028	4
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04041	50
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04042	44
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04043	24
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04047	10
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04066	102
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04068	18
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04074	8
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04075	10
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04077	38
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04078	12
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04087	28
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04096	36
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04485	50
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04487	96
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04488	6
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04517	32
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04567	32
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04720	6
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K04771	20
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05311	26
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05338	2
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05339	26
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05346	67
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05349	61
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05362	36
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05366	44
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05540	28
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05592	121
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05794	8
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05808	8
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05822	24
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05823	40
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05832	21
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05833	18
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05837	19
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05845	27
1218508	[no rank] root;[no rank] cellular organisms;[superkingdom] Bacteria;[clade] Terrabacteria group;[phylum] Firmicutes;[class] Bacilli;[order] Lactobacillales;[family] Lactobacillaceae;[genus] Bombilactobacillus;[species] Bombilactobacillus mellis;	Bacteria	K05846	27
