Sample	RawRead	CleanRead	MetagenomicRead	SubsamplePercent	AnnotatedRead	GenusRead	SpeciesRead	AssemblyGenusRichness	GenusRichness	AssemblySpeciesRichness	SpeciesRichness	Group	GenusHill_0.0	GenusHill_0.1	GenusHill_0.2	GenusHill_0.3	GenusHill_0.4	GenusHill_0.5	GenusHill_0.6	GenusHill_0.7	GenusHill_0.8	GenusHill_0.9	GenusHill_1.0	GenusHill_1.1	GenusHill_1.2	GenusHill_1.3	GenusHill_1.4	GenusHill_1.5	GenusHill_1.6	GenusHill_1.7	GenusHill_1.8	GenusHill_1.9	GenusHill_2.0	GenusHill_2.1	GenusHill_2.2	GenusHill_2.3	GenusHill_2.4	GenusHill_2.5	GenusHill_2.6	GenusHill_2.7	GenusHill_2.8	GenusHill_2.9	GenusHill_3.0	GenusHill_3.1	GenusHill_3.2	GenusHill_3.3	GenusHill_3.4	GenusHill_3.5	GenusHill_3.6	GenusHill_3.7	GenusHill_3.8	GenusHill_3.9	GenusHill_4.0	SpeciesHill_0.0	SpeciesHill_0.1	SpeciesHill_0.2	SpeciesHill_0.3	SpeciesHill_0.4	SpeciesHill_0.5	SpeciesHill_0.6	SpeciesHill_0.7	SpeciesHill_0.8	SpeciesHill_0.9	SpeciesHill_1.0	SpeciesHill_1.1	SpeciesHill_1.2	SpeciesHill_1.3	SpeciesHill_1.4	SpeciesHill_1.5	SpeciesHill_1.6	SpeciesHill_1.7	SpeciesHill_1.8	SpeciesHill_1.9	SpeciesHill_2.0	SpeciesHill_2.1	SpeciesHill_2.2	SpeciesHill_2.3	SpeciesHill_2.4	SpeciesHill_2.5	SpeciesHill_2.6	SpeciesHill_2.7	SpeciesHill_2.8	SpeciesHill_2.9	SpeciesHill_3.0	SpeciesHill_3.1	SpeciesHill_3.2	SpeciesHill_3.3	SpeciesHill_3.4	SpeciesHill_3.5	SpeciesHill_3.6	SpeciesHill_3.7	SpeciesHill_3.8	SpeciesHill_3.9	SpeciesHill_4.0
LF_F18	1443107	882436	882436	0.8	538989.0	450283.0	349099.0	15	28	18	38	Viruses	2.0	1.9969340301463192	1.9938768382684515	1.9908293319917125	1.9877924071921451	1.98476694659107	1.981753818393117	1.9787538749726974	1.9757679516135904	1.9727968653059706	1.969841413604834	1.9669023735534057	1.9639805006747073	1.9610765280340012	1.958191165374495	1.95532509832815	1.952478987703045	1.9496534688483287	1.9468491510973145	1.944066617288903	1.9413064233670572	1.9385690980576946	1.9358551426219763	1.9331650306846087	1.9304992081354526	1.9278580931024234	1.9252420759933815	1.9226515196044656	1.9200867592920916	1.9175481032056414	1.9150358325777077	1.9125502020686038	1.9100914401617617	1.9076597496065273	1.9052553079048322	1.9028782678381715	1.900528758031312	1.8982068835491792	1.8959127265233882	1.8936463468049574	1.891407782639801	5.0	4.851719879551202	4.709871422493267	4.574859942948954	4.446978962227902	4.326407876813461	4.213214989617543	4.1073652200981625	4.008731463284338	3.917108389848327	3.8322274674132393	3.7537721068954117	3.681392050362149	3.6147163693038786	3.553364692371922	3.496956500269452	3.4451184970460966	3.3974901875466843	3.3537278642367054	3.313507241514143	3.276524981844855	3.242499345078644	3.211170168042302	3.1822983519962484	3.1556650049847748	3.131070357162994	3.108332541318049	3.087286308650734	3.067781731530954	3.049682930145209	3.0328668483081316	3.0172220947418644	3.002647859367985	2.9890529091758893	2.976354664652844	2.9644783552676905	2.953356250832975	2.942926964521098	2.933134822715112	2.9239292966071893	2.91526449042032
LF_F18	1443107	882436	882436	0.8	538989.0	450283.0	349099.0	15	28	18	38	Arthropods	14.0	8.734304477376545	5.607695568972981	3.7982281407378133	2.760734623486968	2.159981970758844	1.8029949167522488	1.5832318533408278	1.442628290979564	1.349210661940164	1.2849343841383751	1.2392927276804069	1.2059620509527198	1.181010819578801	1.1619186841467974	1.1470234887295951	1.1352002363134392	1.1256693232501533	1.11787884154636	1.1114304736299587	1.1060317070463743	1.1014643289165431	1.0975632217825348	1.094201818756516	1.0912819506089873	1.0887266440366599	1.0864749377142078	1.084478100308766	1.082696837151447	1.0810992037054548	1.079659030725821	1.0783547241763718	1.07716834255654	1.076084881608	1.0750917154677846	1.0741781568466686	1.073335108480185	1.0725547850903845	1.071830490200098	1.0711564359009667	1.0705275964690826	18.0	11.944143922678931	7.982099043062955	5.433543170674647	3.826717304050468	2.830721847619023	2.2177298691440925	1.838336273800612	1.59964534973965	1.4459861197797839	1.3444776615809368	1.2756300703724073	1.2277190666991216	1.193547888889664	1.1686006064041567	1.1499807432708689	1.135791162981267	1.1247644436718753	1.1160379261963178	1.109014009180408	1.1032717131172458	1.09850969328815	1.0945089045735708	1.0911077596269123	1.0881853572008955	1.0856500013468682	1.0834312378895699	1.081474259989006	1.0797359294602669	1.0781819133340744	1.0767845991242522	1.0755215599363486	1.0743744120603602	1.073327955704995	1.0723695221092397	1.0714884725958767	1.0706758105861043	1.0699238783933216	1.0692261182304874	1.0685768822862822	1.0679712806180033
LF_F18	1443107	882436	882436	0.8	538989.0	450283.0	349099.0	15	28	18	38	Others	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LF_F18	1443107	882436	882436	0.8	538989.0	450283.0	349099.0	15	28	18	38	Fungi	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LF_F18	1443107	882436	882436	0.9	593650.0	495970.0	382388.0	17	29	19	39	All	29.0	21.83954905316597	16.92745591418094	13.451114061207738	10.917219109950565	9.02558442555204	7.588336567127819	6.482512002936146	5.623631046413661	4.951239289432554	4.420856663688383	3.999235085224298	3.6613280415943104	3.388196994575012	3.165486622445043	2.982285834657238	2.8302708393551566	2.7030613278894493	2.595738642443439	2.5044863595159446	2.4263226070133737	2.3589006232413725	2.3003598380546477	2.2492142753732463	2.2042685284263097	2.1645541457933866	2.1292811782627457	2.0978010374143583	2.0695778383027035	2.0441661420515684	2.021193555484209	2.00034703988299	1.981362070130699	1.9640139980766003	1.948111131030186	1.933489152934704	1.9200066028911273	1.9075411911398397	1.895986782042787	1.885250911172366	1.875252732319868	39.0	29.84476996134189	22.82989421472452	17.40795373694992	13.236296877165737	10.076603539861214	7.7352296107936915	6.037988161026065	4.827992079980605	3.9722775421448957	3.3664232129221143	2.9336539147621927	2.620091402357085	2.3889385984115927	2.2153472833860386	2.082537292995183	1.9790917944061461	1.8971497264188628	1.831220154971104	1.7774081423120438	1.7329073574277465	1.69566457423515	1.6641552358937544	1.6372313424810399	1.6140169354564924	1.5938352884826246	1.5761574925533886	1.5605656672032444	1.546726301385427	1.5343706995657513	1.5232804732827308	1.5132766581895511	1.5042114659286767	1.4959619717084343	1.4884252386784924	1.4815145192711148	1.4751562713179427	1.4692877960277748	1.4638553545568362	1.458812655826436	1.454119634478336
LF_F18	1443107	882436	882436	0.9	593650.0	495970.0	382388.0	17	29	19	39	Bacteria	12.0	10.502838354394864	9.46399577795211	8.702763056625937	8.115517826822794	7.642790127426413	7.2496926837417455	6.914972521988084	6.625040915677464	6.370735547304577	6.14555025124949	5.944648792687331	5.764299560792349	5.601539187009122	5.453963263684395	5.319589661555903	5.19676483696095	5.084096701539115	4.980404684437739	4.884681454232586	4.796062897981234	4.713804169594003	4.637260335873748	4.565870587601073	4.499145263960858	4.436655126382139	4.378022448658039	4.322913584670723	4.271032745329585	4.222116769870649	4.175930718190843	4.132264143538527	4.090927930815209	4.051751606507054	4.014581042993829	3.9792764935302007	3.94571090521256	3.9137684662393486	3.88334335114037	3.854338633703398	3.8266653423127477	15.0	13.434839869762477	12.186105542032408	11.16033071668745	10.29669175873279	9.555537791130226	8.910572565881912	8.343812932185848	7.842445280082974	7.396905790746382	6.999722684952054	6.644822176318243	6.327111893520392	6.042228037385748	5.786377976644907	5.55623790306739	5.34888206581192	5.161730191413376	4.992505620117723	4.839200099278527	4.700043086424136	4.573474449877291	4.458119989467578	4.352769457965493	4.256356876090766	4.167942974398888	4.086699604401039	4.011895959701952	3.9428864455074843	3.8791000353974043	3.820030958641211	3.7652305690814436	3.7143002567792323	3.666885275229487	3.62266936917039	3.581370100194209	3.5427347790682	3.5065369246128846	3.4725731790041863	3.4406606184021133	3.410634405861299
LF_F18	1443107	882436	882436	0.9	593650.0	495970.0	382388.0	17	29	19	39	Viruses	2.0	1.9960585937896989	1.9921316961399165	1.9882207916935877	1.9843273402317505	1.980452773766629	1.976598493752142	1.972765868424648	1.9689562302856485	1.9651708737370746	1.9614110528784958	1.957677979474394	1.953972821098178	1.9502966994584128	1.946650688911266	1.9430358151618374	1.9394530541556867	1.9359033311605753	1.9323875200371619	1.9289064426961877	1.9254608687385621	1.922051515273685	1.9186790469104023	1.9153440759140916	1.912047162522613	1.908788815413185	1.9055694923116615	1.9023896007352321	1.899249498859181	1.8961494964980774	1.8930898561915925	1.890070794385045	1.8870924826947795	1.8841550492485497	1.881258580091238	1.8784031206464342	1.8755886772246868	1.8728152185695461	1.870082677432887	1.8673909521713963	1.8647399083565457	5.0	4.854164690817515	4.7142863034264435	4.58080705402378	4.454062627024617	4.334277946176046	4.221568264278951	4.115945052949185	4.017325795366147	3.925546560093034	3.8403761715806803	3.761530871613452	3.6886885451399403	3.6215018165147006	3.559609565239546	3.50264663173393	3.4502516643812084	3.402073191786062	3.3577740903123243	3.3170346633313397	3.279554564274645	3.245053789759528	3.213272949810156	3.1839729959014003	3.1569345588126723	3.131957020138281	3.1088574155597883	3.087469245535285	3.067641250174368	3.049236189635649	3.032129659082335	3.016208957640813	3.001372023485708	2.987526441703234	2.9745885275884305	2.9624824851902294	2.951139638964936	2.9404977351174213	2.9305003084281136	2.9210961099482065	2.9122385907912767
LF_F18	1443107	882436	882436	0.9	593650.0	495970.0	382388.0	17	29	19	39	Arthropods	12.0	7.640269979122928	5.03265689382152	3.500943697706345	2.6058070100941304	2.0768779640849324	1.7564519217825794	1.555780927453265	1.425488906664253	1.3378465946064826	1.276925817340275	1.2333067128332669	1.2012414699239595	1.1771127853954142	1.1585764912230276	1.1440717137060679	1.1325330879072184	1.123216963665056	1.1155936462492677	1.109278898498582	1.1039893772503582	1.09951301082265	1.095688914163993	1.09239352092954	1.0895308474737564	1.0870255529259403	1.084817923120405	1.0828601986777886	1.0811138555371547	1.079547569179735	1.078135675500173	1.0768569964290353	1.075693936162345	1.074631780042335	1.0736581465258175	1.0727625557421163	1.071936087523191	1.071171108590327	1.0704610535589685	1.0698002480964908	1.0691837653002474	16.0	11.08733467134635	7.840256002393782	5.6919255929008985	4.272302272386389	3.3343899797828067	2.7120082883326306	2.2946004336274863	2.0100662869231942	1.8121609656954605	1.6714401839597826	1.569111717488912	1.4930621044348675	1.4353667910414052	1.3907505823834396	1.3556363619522152	1.3275528907022451	1.3047615818159233	1.2860177558689279	1.2704154507702978	1.2572848804160779	1.2461235746589239	1.236549402703161	1.2282680346949566	1.2210500732485057	1.2147147560517693	1.209118186596437	1.2041447273767154	1.199700630350999	1.195709269720539	1.192107535836302	1.1888430799962817	1.1858721894628643	1.1831581340018043	1.1806698686023718	1.1783810077002927	1.1762690081341365	1.1743145138771989	1.1725008271075106	1.1708134786503004	1.1692398771120043
LF_F18	1443107	882436	882436	0.9	593650.0	495970.0	382388.0	17	29	19	39	Others	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LF_F18	1443107	882436	882436	0.9	593650.0	495970.0	382388.0	17	29	19	39	Fungi	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LF_F18	1443107	882436	882436	1	657454.0	555856.0	437334.0	20	32	23	43	All	32.0	23.830193005595905	18.214100317729436	14.272565946044327	11.444953011019361	9.374303193892715	7.83035284157327	6.661192821834451	5.7639460855223685	5.067155699698553	4.520099115485143	4.086141176079736	3.738460412516974	3.4572063824893724	3.2275526029433683	3.0383327130569695	2.8810698762095006	2.7492783405403616	2.637956736762914	2.543218029231071	2.4620176224709374	2.3919523846541186	2.3311111708217935	2.277962933886412	2.231272414510983	2.1900361799219343	2.1534337664684267	2.120790102510363	2.0915464100971057	2.0652375212048866	2.041474078628829	2.019928480750751	2.000323714283712	1.982424428820743	1.966029762308496	1.9509675422349404	1.9370895739893843	1.9242677931816516	1.912391108242322	1.901362797405714	1.8910983531573076	43.0	32.7104379818077	24.82142251717518	18.757049300625678	14.137894355876611	10.683379448614735	8.157241933986022	6.347976746677106	5.070396792714821	4.172740281195664	3.5393697810454245	3.087285138051765	2.7592686049110258	2.516728063862209	2.333820118604458	2.193184256002732	2.08304407850755	1.9953014343998434	1.9242996994258559	1.8660221315210603	1.8175690313191681	1.7768131829391942	1.7421698743270104	1.7124412432503588	1.6867094016741826	1.6642619877513698	1.644539567431719	1.6270979595842916	1.6115808920461674	1.5976999040268032	1.5852193965153536	1.5739453851901193	1.563716947780994	1.554399654492573	1.5458804736511	1.5380637860202249	1.530868240386601	1.524224253360375	1.518072006760742	1.5123598324668284	1.5070429013045537
LF_F18	1443107	882436	882436	1	657454.0	555856.0	437334.0	20	32	23	43	Bacteria	14.0	11.843230181596386	10.37414908430458	9.338171770747556	8.578860293672912	8.001114733263606	7.546654995494974	7.179014828957917	6.874714357469346	6.618132948336175	6.398520701703131	6.208232620090747	6.041664159625136	5.8945939376995256	5.763766908451573	5.646622539027531	5.54111246818456	5.4455747676710535	5.35864493546873	5.27919134730561	5.2062674102358475	5.139075400481445	5.076938661898008	5.019279911989326	4.9656040936949495	4.915484667370707	4.868552544935486	4.824487079825051	4.78300867494924	4.743872677032114	4.70686430289897	4.671794400245933	4.638495888068189	4.6068207542389565	4.576637512500352	4.547829040305921	4.520290733941399	4.493928929159437	4.468659544939979	4.44440691548402	4.421102781579619	16.0	13.871423756116506	12.196452379853085	10.843100765963815	9.724323073326076	8.782810025441258	7.980279069379724	7.290383577233716	6.694200282113202	6.177440380284543	5.728770303527661	5.3388260081193035	4.999646848356577	4.704352919847554	4.446956173262714	4.222240115776035	4.025671904309305	3.8533285912858064	3.701829633680521	3.568273170126419	3.450175976057096	3.345417779595248	3.2521906170569492	3.168953615394136	3.0943932566029826	3.02738890949188	2.966983234565471	2.91235697074263	2.862807578772327	2.8177312251280298	2.776607624840763	2.738987309632634	2.704480940364086	2.6727503349276733	2.643500931315603	2.616475449201219	2.5914485515206094	2.5682223403085906	2.546622548832463	2.5264953154175434	2.507704443851396
LF_F18	1443107	882436	882436	1	657454.0	555856.0	437334.0	20	32	23	43	Viruses	2.0	1.9962552348769098	1.9925235663030223	1.9888063375774223	1.985104870656811	1.9814204636471642	1.9777543883913116	1.9741078881630234	1.970482175477342	1.966878430026025	1.9632977967459866	1.9597413840276527	1.956210262069031	1.9527054613803378	1.9492279714428131	1.945778739524358	1.9423586696535373	1.9389686217524043	1.9356094109276216	1.9322818069183576	1.9289865336985044	1.925724269229909	1.9224956453624944	1.9193012478764029	1.9161416166606542	1.9130172460222061	1.909928585118802	1.9068760385085701	1.9038599668089833	1.9008806874575086	1.8979384755660993	1.8950335648615286	1.8921661487035382	1.8893363811727528	1.8865443782204039	1.883790218872008	1.8810739464773307	1.878395569999175	1.8757550653337873	1.873152376655967	1.870587417782275	6.0	5.777131268863346	5.564584073518241	5.363075200968926	5.173121822111371	4.99503260279508	4.828910645005565	4.6746671022491215	4.532043274487068	4.400638389138736	4.279940150713258	4.169355421849946	4.068238947005104	3.975918694166427	3.8917170396998353	3.814967569801298	3.745027678131815	3.681287399239951	3.623175050999347	3.57016029679734	3.5217552110682395	3.4775138671378323	3.437030884892207	3.399939291572756	3.3659079705357287	3.3346389044365288	3.3058643625187076	3.2793441362867077	3.25486289267145	3.2322276873167537	3.2112656612150383	3.1918219301112662	3.173757666582176	3.1569483684137585	3.1412823029882078	3.126659115185241	3.112988585293586	3.100189523236222	3.0881887857581054	3.0769204039057625	3.0663248090009403
LF_F18	1443107	882436	882436	1	657454.0	555856.0	437334.0	20	32	23	43	Arthropods	13.0	8.31582012221817	5.448348597226063	3.7379215975838025	2.733783267702448	2.143711227885462	1.790629926113731	1.5729159930147	1.4337995847452494	1.3415967915401787	1.2783244358282984	1.2335021845490826	1.2008332806429571	1.1764143416989825	1.1577510572835112	1.1432033205296452	1.1316638454794663	1.1223668428948415	1.114771025306383	1.108486201149932	1.1032260841988637	1.0987772575591104	1.0949783261814054	1.0917056377007661	1.0888633258413802	1.086376253608666	1.0841849367268444	1.0822418417559756	1.0805086530168695	1.0789542318014425	1.077553076587759	1.0762841500721498	1.0751299776555159	1.0740759487989415	1.0731097713773952	1.0722210423985536	1.0714009079249278	1.070641791884489	1.0699371784529979	1.0692814363722958	1.0686696763025476	18.0	12.555302089690544	8.845183245312745	6.338919229125367	4.668565407804536	3.568530515839813	2.847420217362618	2.3722067267726854	2.0545355821292923	1.8377788528486552	1.6863235018897471	1.5778485439066734	1.4982532370069812	1.438496543008498	1.3926730454722633	1.3568470351323694	1.3283413912189632	1.3052982809613478	1.2864034091864942	1.2707098956788332	1.2575237700103203	1.2463282062150527	1.2367325251450907	1.2284372964895214	1.2212100767052525	1.2148682842076455	1.2092669368334308	1.204289750111736	1.1998425910673634	1.195848605112154	1.1922445465164944	1.1889779852711306	1.1860051594905878	1.183289308536114	1.1807993678296853	1.178508938459482	1.1763954674712054	1.1744395910852434	1.1726246049227815	1.1709360339900825	1.16936128157184
LF_F18	1443107	882436	882436	1	657454.0	555856.0	437334.0	20	32	23	43	Others	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LF_F18	1443107	882436	882436	1	657454.0	555856.0	437334.0	20	32	23	43	Fungi	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGcomcol3_Bimp	63973750	53612702	5300592	0.1	355716.0	248636.0	158118.0	16	27	22	38	All	27.0	22.054264173139167	18.252060146037813	15.341174532568324	13.113441305025914	11.402317636418406	10.078394023557001	9.043559608946238	8.224788138749034	7.568356011230838	7.034951719256199	6.595807546974802	6.229777683696167	5.9211975335014575	5.658344830885941	5.432344851834213	5.236394728641314	5.065213479987954	4.914650402557087	4.781404267788912	4.662820151066562	4.556740890915452	4.46139725153897	4.375325740486647	4.297306383033759	4.226315053882305	4.161486548331571	4.102085667972838	4.04748435599448	3.997143449844222	3.950597995639087	3.9074453376429403	3.867335390140406	3.8299626404910607	3.7950595363956015	3.762390988050932	3.7317497743017207	3.702952686303883	3.675837276284262	3.6502591053491127	3.626089404870891	38.0	32.36705045137094	27.773689837403502	24.058910443784214	21.074076291152828	18.685388576435592	16.77605461760855	15.247306590802324	14.018000222066071	13.023048102030081	12.211182639245303	11.542524350371123	10.986285014774491	10.518776089481827	10.121774618751125	9.781230093129333	9.486264752714924	9.228411861582657	9.00104006571872	8.798920024968202	8.617898365734671	8.454651987306027	8.30650233259654	8.171274389326465	8.047189111702147	7.932780888089735	7.826833854161215	7.728332452689561	7.636422818938307	7.550382436897858	7.469596150031707	7.393537082065834	7.321751373440497	7.253845899890109	7.189478334876121	7.128349064474107	7.0701945743535655	7.0147820128598	6.9619046986440045	6.91137839075176	6.863038177243085
PGcomcol3_Bimp	63973750	53612702	5300592	0.1	355716.0	248636.0	158118.0	16	27	22	38	Bacteria	15.0	12.639658070999282	10.878881581806171	9.534404846615791	8.482041758465117	7.6388767056263465	6.9494521746773055	6.376154657259853	5.892905879680755	5.481140728255174	5.127266754931379	4.821054031023046	4.55460308391427	4.321672810472312	4.117234619357472	3.937170501398564	3.778063879132632	3.6370510790054964	3.511713002750602	3.399993920886938	3.300138956701079	3.2106447816587815	3.1302199223113605	3.0577522743077044	2.9922821802872623	2.9329799152240468	2.8791267375417986	2.8300988718198226	2.785353929668292	2.7444193743700542	2.7068827074145796	2.6723831103228486	2.640604318764257	2.611268541303108	2.584131264304208	2.558976808944621	2.5356145268528754	2.513875538298569	2.493609931596075	2.474684354875043	2.4569799419459435	23.0	19.398900134334582	16.53411744382463	14.264946582451438	12.470654159206026	11.050496643896196	9.922535186390094	9.021571943500955	8.296622790263887	7.708312111895408	7.226464064747735	6.828035311595301	6.495430745453537	6.21517981169375	5.976921172523398	5.772635889357254	5.596073496898072	5.442324246213251	5.307500493315637	5.188498917426006	5.082822379940781	4.988445773032205	4.90371437857041	4.827266342325718	4.75797312387246	4.6948934226007	4.637237270209212	4.5843378438871785	4.535629182913464	4.490628450361524	4.448921718264877	4.4101525028461195	4.374012460501474	4.340233792559269	4.308583009902599	4.278855786389798	4.250872689163072	4.224475619170054	4.199524830023278	4.175896420256347	4.153480215003499
PGcomcol3_Bimp	63973750	53612702	5300592	0.1	355716.0	248636.0	158118.0	16	27	22	38	Viruses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGcomcol3_Bimp	63973750	53612702	5300592	0.1	355716.0	248636.0	158118.0	16	27	22	38	Arthropods	7.0	5.488848125713531	4.359899257145449	3.5344242565423767	2.939359381771331	2.5128052884993712	2.2062645786568376	1.98395488925379	1.8205293461129428	1.6984482587875318	1.605690220315082	1.5340126088452621	1.4777234691196957	1.432847674678373	1.3965710455713245	1.3668717595150743	1.3422753087200658	1.3216903547830325	1.3042976111328433	1.2894736990804143	1.2767382846483384	1.265716885060841	1.2561143499285226	1.2476957058882043	1.2402721450240632	1.233690651621757	1.2278262339965527	1.2225760437502264	1.2178548781509817	1.213591707172611	1.2097269675492421	1.206210436668343	1.2029995489070648	1.2000580525557303	1.197354931100639	1.194863531301524	1.1925608542185981	1.1904269755214707	1.1884445690276977	1.1865985131648866	1.184875564420421	11.0	9.54343025254161	8.36353040808933	7.416610917967929	6.661634999713051	6.061847257922596	5.585683807081756	5.206970632451368	4.904586953213285	4.661824468927852	4.465639981212528	4.305931160835746	4.174901572267445	4.06653669055355	3.976187658979307	3.9002484120250713	3.835908777403125	3.780967145636172	3.733688806649872	3.692698844297554	3.6569010040993373	3.6254160299067966	3.597534596280005	3.5726812059421222	3.5503863526441193	3.530264940859755	3.511999464486701	3.4953268237583295	3.4800279381621197	3.4659195195290957	3.4528475228648867	3.44068190700741	3.4293124230747662	3.41864521338557	3.4086000525515887	3.3991080997564755	3.390110059782392	3.381554672296354	3.373397465867344	3.3655997263506077	3.3581276395429027
PGcomcol3_Bimp	63973750	53612702	5300592	0.1	355716.0	248636.0	158118.0	16	27	22	38	Others	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGcomcol3_Bimp	63973750	53612702	5300592	0.1	355716.0	248636.0	158118.0	16	27	22	38	Fungi	3.0	2.954429870128062	2.909418609813108	2.8650758434284667	2.821506367155059	2.7788086064752986	2.7370732304766627	2.6963819710040045	2.6568066840109705	2.618408677615825	2.5812383174801603	2.5453349063691166	2.510726822197892	2.477431888390597	2.4454579425547323	2.414803564567938	2.385458923141809	2.35740670047808	2.330623057299608	2.3050786047635414	2.2807393549715145	2.2575676274493177	2.2355228946277332	2.2145625546730368	2.194642624754431	2.17571835186113	2.157744741542549	2.140677007454449	2.124470946410141	2.109083244844566	2.0944717232986343	2.0805955258218938	2.0674152611682457	2.054893102406525	2.042992851157524	2.0316799721604903	2.0209216033119914	2.0106865457436034	2.0009452379379637	1.9916697173429774	1.9828335724427821	2.0	1.9777625120913336	1.955988271588534	1.9347143308023207	1.913973648785238	1.8937948481383082	1.874202064628513	1.8552148887137283	1.8368483946454222	1.8191132498808844	1.8020158952235121	1.785558784496777	1.769740671657618	1.7545569330269528	1.7399999126749643	1.726059279835305	1.712722388410467	1.699974630044717	1.6877997737652632	1.676180286727499	1.665097632067232	1.65453254120442	1.6444652591220998	1.6348757621418655	1.6257439485290337	1.6170498028933389	1.608773535819032	1.6008957004809288	1.5933972882017091	1.586259805002548	1.5794653312148648	1.5729965661746947	1.566836859929654	1.5609702337658915	1.5553813912204681	1.550055721092612	1.5449792938124622	1.5401388523736121	1.5355217988898244	1.5311161776993187	1.5269106558135521
