"Sample","q","m1_a","m1_b","m1_AIC","m1_weight","m2_a","m2_b","m2_AIC","m2_weight","m3_a","m3_b","m3_c","m3_AIC","m3_weight","m4_a","m4_b","m4_c","m4_AIC","m4_weight","m5_a","m5_b","m5_c","m5_d","m5_AIC","m5_weight"
"Flower_eDNA","0.0","655.53895409019","16.6440933081718","23.7237619294595","0.23129764270213","36.5282889062609","9.92907840268106","27.3071515795599","0.0385520992052296","3623.56042194223","3594.49735030626","0.997782455122875","21.9461724872339","0.562561295984792","110.662360312692","0.000327060973106105","0.135393191594494","24.4614315062232","0.159951491203385","985.722504762081","0.130121457789687","874.79253288786","0.156943411787288","30.5450396549415","0.00763747090446304"
"Bee_Bimpatiens_hv3_1","0.0","9.87545808884055","0.0927196877699989","38.9265826264207","0.707142694126112","88.80548603969","0.0799886908336618","41.2492600495629","0.221382896211747","80.0775252214007","3562.88051862344","0.50000000966848","57.1134337748712","7.94845116554164e-05","95.4356782656753","0.0401882895728433","0.565593864562106","43.6377747608804","0.0670632637361016","120.502600491448","0.606195652788644","6.61000231725318","1","49.1171452445924","0.00433166141438316"
"Bee_Bimpatiens_hv4_1","0.0","7.82800678514392","0.106619359665957","37.6066010549515","0.55374403239176","62.0990376229051","0.0865286810064385","38.5470198122436","0.346018819755708","55.4139154180135","1357.45562512866","0.500000007842979","54.1964224491621","0.000138316858108485","65.7835413708521","0.0458686170711678","0.557617200691817","41.1141784937198","0.0958623995464074","67.5950369776216","944.46208082616","265204.523836304","0.692234818068071","47.3525635936206","0.00423643144801618"
"Bee_Bimpatiens_hv4_2","0.0","16.335075198642","0.166303465884847","24.8454270447204","0.0281479018202304","85.6268331601202","0.125057706522066","18.0761356185131","0.830575246845395","80.9113535865278","1725.5770336186","0.500000004372729","47.2169451931721","3.90420475187449e-07","86.0527096113199","0.112487610348502","0.878299853667579","21.7304446039891","0.133615201255178","86.6366763789824","8.05721148901082","60.7135267496381","1","27.4480198438673","0.00766125965872105"
"Bee_Amellifera_hv13_1","0.0","1461.43437985124","41.096513477188","19.8967485267431","0.0410274770702264","33.8878129993112","20.5300094066872","23.2686178005813","0.00760120948781934","4006.47363133932","3977.3416548919","0.998195740154216","13.7200207034754","0.900190066760603","74.1274956459643","0.000301478912031469","0.0904901020416147","19.5455529934468","0.0489030507143671","393.70754200611","0.223244690133205","280.931627876193","0.113241590142874","25.6784647816746","0.00227819596698391"
"Bee_Amellifera_hv13_2","0.0","13.9073611590927","0.0795135173847016","42.062048161562","0.455186778607137","142.356286186813","0.0722806441842997","47.3958443650534","0.0316206293588577","121.552444125549","3000.04327929177","0.500000011773534","70.0312377596057","3.84376905556398e-07","185.394967219537","0.0158944013439343","0.445558757296612","41.9134362105386","0.490298217275221","234.091401041902","12.1626428628882","6501.20474888223","0.519890350816377","48.0417149411027","0.022893990381879"
"Bee_Amellifera_hv15_1","0.0","13.0164893339079","0.126764344993962","37.4884697727408","0.566843084378411","88.4404762184108","0.0988335023782105","38.4187548655861","0.356003289819565","82.1887825728582","2980.81219033104","0.500000010421614","54.9308032919162","9.24502847334493e-05","90.6359736318888","0.0670619017159315","0.660871097507262","41.5762709611842","0.0734189387955611","91.9350725307524","17.9698683982975","364.265102770786","0.80760883666716","47.5834388554924","0.00364223672172989"
"Bee_Amellifera_wild_1","0.0","24.810380005067","0.119594521575575","36.8670498941281","0.535377519113764","175.874900151095","0.0986560088970159","37.7723596232643","0.340466684076989","161.799742696721","4632.74174145352","0.500000012147073","66.6874014444766","1.79164956118077e-07","178.998617267433","0.0767826449761773","0.766280141228452","39.9451147640053","0.114885928077168","185.422933166414","2.71410026669401","24.5225906056483","1","44.9794943944039","0.00926968956712327"
"Flower_eDNA","1.0",NA,NA,NA,"0","5.64136428949771","125.852649412542","40.2963699805446","1",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0"
"Bee_Bimpatiens_hv3_1","1.0","10.6173706252876","0.809221168818258","5.32145652007324","0.461215244917053","12.4844911587854","0.548331835724347","7.64953467838288","0.144001794828863","12.4746993409442","23.8338655464285","0.500000000749365","11.9477924418223","0.0167885462299126","27.7936038248634","5.59851628422482e-06","0.0923051299727843","5.71942736996506","0.377994414024171",NA,NA,NA,NA,NA,"0"
"Bee_Bimpatiens_hv4_1","1.0","9.8173276635153","0.822356368435125","-24.0383333417614","0.705813605616851","11.4921032472885","0.317342310098514","-17.1883615999963","0.0229740499759118","11.4327907983695","86.5129110471904","0.500000001210895","-9.58875350464521","0.000514047949645509","11.6485263244151","0.0981169623027285","0.202850300650018","-22.0688811775457","0.263650695995762","11.6973106809597","202.159796212953","81724.7566218482","0.491755273132639","-14.8250053636338","0.00704760046182968"
"Bee_Bimpatiens_hv4_2","1.0","10.2545432076098","0.802326418487932","-21.8804645033383","0.763702910993766","12.2690209841963","0.321780336664455","-16.6409474515877","0.055613185794088","12.1997887370989","79.7628672702961","0.50000000140708","-8.44790263199607","0.000924870009064594","12.4131428392291","0.117194806384239","0.2430327791266","-18.9120263018649","0.173115630019931","12.4619828217499","107.360897462617","11343.3037732445","0.536205190355521","-12.3913555157158","0.00664340318315023"
"Bee_Amellifera_hv13_1","1.0","6368.97535093293","956.978894885219","-51.5226583776033","0.665011457380839",NA,NA,NA,"0","6.75913528752558","0.1891657580065","0.464022180974575","-49.3033281860453","0.219233895061014","7.63073744610972","1.7212394888759e-07","0.00857681540752289","-48.0259955260013","0.115754647558147",NA,NA,NA,NA,NA,"0"
