Sample	q	Asymptote	FinalDepth	FinalDiversity	ExpectedFinalDiversity	FinalSlope	ExpectedFinalCov	OptDepth_0.5	OptDiversity_0.5	OptCov_0.5	OptDepth_0.1	OptDiversity_0.1	OptCov_0.1	OptDepth_0.05	OptDiversity_0.05	OptCov_0.05	OptDepth_0.01	OptDiversity_0.01	OptCov_0.01	m1_a	m1_b	m1_AIC	m1_weight	m2_a	m2_b	m2_AIC	m2_weight	m3_a	m3_b	m3_c	m3_AIC	m3_weight	m4_a	m4_b	m4_c	m4_AIC	m4_weight	m5_a	m5_b	m5_c	m5_d	m5_AIC	m5_weight
LF_F18	0	3571.11375496569	0.88	3732	3544.54211032037	60.4367046216332	0.992559283610506	0.950000000000001	3548.34436813375	0.993624009652373	1.56	3562.70612316783	0.997645655564411	1.88	3564.98357075038	0.998283397103554	2.82999999999998	3567.2002865246	0.998904132237275	9770.4750262958	1	144.406516828717	1.49275437577148e-05	3503.4165917993	13.3547231156196	122.932394128889	0.687123574584436	3635.84145385268	1538.21742211298	0.00789232322364177	125.974281529853	0.15014033917994	3764.85711803168	2.27791748584555	0.207306367501125	125.912702916068	0.154834957317503	4421.62354706579	0.667059624495341	0.0177254733291841	0.657341099569042	131.867193290703	0.00788620137436352
LF_F18	1	1634.5081509364	0.88	1605.86684414362	1587.44181976538	8.09823491774623	0.971204590724093	0.2	1577.10795665045	0.964882283240333	0.73	1586.09768387421	0.970382241878418	1.29	1590.05516702635	0.972803449230529	3.71999999999996	1595.27000222175	0.975993910650021	4465.14090083922	1	132.858682870883	8.31799271301122e-09	1583.17701414144	40.1684051792612	96.1429825483838	0.781144825442913	1631.35238298395	99.5740405582868	0.236983268679726	100.166069093984	0.104503158492312	2006.67984412857	8.66027067479075e-06	0.0190952620707498	100.085272431556	0.108811347620822	1621.93069334612	1.09176674258042	0.0011473064016795	0.574497786560962	106.040276385552	0.00554066012595994
LF_F18	2	1905.70617763799	0.88	968.370254385564	964.161436266451	2.97871120164724	0.505933940698809	0.02	960.095193592956	0.503800221072348	0.08	960.979149851096	0.504264068158804	0.21	961.804564831517	0.504697196303167	341.719999999834	1507.98661537391	0.791300691087109	2711.64676616501	1	123.385655202948	6.64312855039398e-10	NA	NA	NA	0	2830.71008052393	1870.2067403327	0.9974683683235	82.5042775489076	0.50078466374973	977.794440981085	2.42136394155767e-06	0.00111574217040723	82.5105548667201	0.499215335585957	NA	NA	NA	NA	NA	0
PGcomcol3_Bimp	0	28111.7933863015	53.61	6872	6769.79863056143	21.1587586139652	0.240817031397942	19.1200000000002	5694.98188334614	0.202583371508458	131.630000000025	7868.48292019951	0.27989971369218	301.709999999871	9038.36157467801	0.321514940383785	2038.94999999829	12410.3302358438	0.441463483503374	6294.94146854475	1	129.849167638765	0.000820304093447518	6244.31932687744	0.213965532497858	131.195549955275	0.000418419266162733	6076.59228305853	43551.6888871625	0.500000248844896	138.056317412778	1.35461209579272e-05	22199.1759556949	1.59136619707044e-05	0.168020510392105	115.715229514478	0.961879228169386	183110.457374293	0.0931728539639222	1740.4920665412	0.200800610418746	122.238292131805	0.0368685023500462
PGcomcol3_Bimp	1	1572.7231918133	53.61	1506.10904759246	1543.92401232579	0.527360913523475	0.981688335469694	4.60999999999995	1292.38037687332	0.821746880570408	11.5499999999998	1447.40660282419	0.9203187250996	16.7399999999998	1484.06912237625	0.943630214205186	38.6600000000009	1533.06804325523	0.974785678265255	1572.7231918133	1	91.3545201582183	1	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0
PGcomcol3_Bimp	2	867.8475873907	53.61	822.979624003809	851.955853506966	0.291004099683826	0.981688335469694	3.16999999999998	659.730659958876	0.76019184652278	8.31999999999987	774.730893464658	0.892703862660943	12.1799999999998	802.00179168579	0.924127465857358	28.4600000000016	838.389081369293	0.966055668703328	867.8475873907	1	79.0555479951815	1	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0
PGcomcol4a_Bimp	0	7665.58073893309	48.42	5427	5410.71347629485	19.6932208724802	0.705845213894117	18.4700000000001	4493.45730234302	0.586186155410376	85.9800000000071	5936.84804322866	0.774481183542391	137.71000000002	6304.93442611833	0.82249925228703	294.649999999877	6680.98485373551	0.871556256632081	4965.1610117298	1	127.536554586391	6.9714617348091e-05	5041.75727192685	0.174616458833546	120.852536673416	0.00197124178392383	4835.82760624957	44345.6209563476	0.500000094722578	131.790972927061	8.30784993793962e-06	6741.95050487333	0.00978152716709428	0.225506634584724	108.497992078497	0.94950043538512	25877.4651048844	0.20881611584468	5.68149802594258	0.340906144466952	114.448786980536	0.0484503003636696
PGcomcol4a_Bimp	1	1428.43741839079	48.42	1436.06789432159	1428.43741344642	1.00051370069825e-07	0.999999996538622	4.73999999999994	1371.40010915823	0.960070137831583	6.5799999999999	1414.12143688872	0.989977872801603	7.55999999999988	1421.1602968009	0.994905536990141	9.90999999999983	1426.98020580557	0.998979855493528	1502.92506180952	1	85.1363692646559	1.62583023036123e-07	1428.45266864518	0.683520312126156	54.322496189639	0.79840402142132	1428.31125432707	2184688.51553265	0.11129560082117	58.3248021886937	0.107927721996294	1428.45267038397	0.683520246684716	1	58.608210475355	0.0936680939993634	NA	NA	NA	NA	NA	0
PGcomcol4a_Bimp	2	809.257564863817	48.42	809.226272428447	809.257564842066	4.40130291706004e-10	0.999999999973122	4.16999999999996	772.184801179942	0.954189166350131	5.29999999999993	798.156395293615	0.986282278903293	6.01999999999992	803.25608432157	0.992583967326574	7.96999999999987	808.009489611937	0.998457752752562	852.59963764499	1	76.7103752262208	1.26075819933556e-09	809.255920716298	0.797212429256666	36.202143668857	0.788646753352038	809.270336990528	4387662.64584937	0.0767983231568295	40.0660521502082	0.114247170720528	809.25591762482	0.797212794973546	1	40.4878579545469	0.0925233794473282	809.255344715364	577.400087846612	721.676644550381	1	46.4982060795108	0.00458269521934801
PGcomcol4b_Bimp	0	7873.6356378042	45.8	7288	7259.55687161062	15.6308515713144	0.922008231718881	22.3200000000007	6585.76445567572	0.836432463810627	56.4199999999973	7393.10487711169	0.938969647212869	74.170000000001	7520.51610283181	0.955151654049505	122.810000000026	7637.09152588233	0.969957447511777	6862.83789537843	1	129.784253100434	1.16243395323124e-07	6893.78466342319	0.199485843633	121.107703516561	8.90137484151972e-06	6662.25526795956	49787.4373136278	0.500000103612806	134.254692979281	1.24343933329066e-08	7621.07586130845	0.0394800931404364	0.272688169596485	97.9837254559554	0.934899926148813	11501.2771257324	0.220135161177602	0.485560559239426	0.999975886836399	103.31303051398	0.0650910437985568
PGcomcol4b_Bimp	1	1511.73656922615	45.8	1514.37195593378	1511.67925275289	0.00577778991073456	0.999962085673905	2.52999999999999	1388.05608886309	0.918186486401946	6.10999999999991	1471.42525927576	0.973334434867168	8.41999999999986	1487.80720839478	0.984170945309858	16.1299999999997	1506.09518200852	0.996268273631485	1590.91680364243	1	86.1506675659827	7.03079005098902e-11	1508.21054926558	0.705625090118954	43.6195409591625	0.120926345061489	1508.59863987699	656.385038649834	0.592801503273117	46.4597875249789	0.0292259893264228	1512.31464643884	0.172232889417443	0.0681215045229835	39.7204818431685	0.849553739912161	1603.56296959683	0.226760322613687	9.91301037990807e-05	1	55.6587612509125	0.000293925629619086
PGcomcol4b_Bimp	2	824.590142614067	45.8	824.598036470915	824.58956869558	3.22937911494944e-05	0.999999303995456	2.67999999999999	769.516685483291	0.933211113879938	4.42999999999995	812.543683697872	0.985390973898856	5.20999999999993	818.116719336661	0.992149526239928	7.15999999999989	822.847105353185	0.997886177422209	871.816715658545	1	78.1677780389399	1.69424011289505e-13	824.514045032223	0.950086381630558	19.8465156742371	0.78212500580888	824.793459578278	51.6038255545652	0.709793007017821	23.8989417291931	0.10311053356859	824.914537762969	0.263278961761443	0.0368319761762314	23.805626838788	0.108035405215467	825.111395508641	2.27173531072468	0.807786906595604	1	29.3576752812921	0.00672905540689408
PGnos_high_hv13-1	0	6975.55666824366	0.84	3341	3322.96626733994	909.438886682493	0.476372915507633	6.32999999999991	4265.85040477618	0.611542649233507	26.8600000000014	4687.78856741072	0.672030748277332	49.9799999999986	4848.69539727149	0.69509798685247	211.139999999953	5180.08401456513	0.742605108227069	8372.91153927188	1	128.652043241072	5.68006025185963e-13	3219.24573037893	5.22687655216358	101.85927662794	3.73532410156249e-07	NA	NA	NA	NA	0	3747.03747071717	1.81566892349281	0.496878346021152	73.4616287427605	0.548023494724436	10890.156693017	0.123792428427929	0.0399225783607278	0.950170559091395	73.8470063168704	0.451976131742586
PGnos_high_hv13-1	1	1650.85709228218	0.84	1565.16853146023	1562.15959111247	107.553276165672	0.94627184776661	1.18	1586.98130206622	0.961307498683812	2.64999999999999	1618.61082818502	0.980466956075171	3.88999999999996	1627.34863593845	0.985759847745977	9.40999999999984	1639.54910744338	0.993150233965336	4279.65828759627	1	124.858364875377	5.59664617779709e-15	1509.7871882587	11.0910079209336	83.1528372236562	6.37042069403345e-06	NA	NA	NA	NA	0	1573.35490574559	4.30775725561621	0.379702698147321	60.8856687097854	0.435935583590787	1710.75670692698	0.8349868013244	0.0460198365544917	1	60.370343357294	0.564058045988513
PGnos_high_hv13-1	2	957.707187593181	0.84	949.489205967693	950.862317108351	23.1953040978458	0.992852856725413	0.68	945.429059138919	0.987179663457347	1.04	953.956825783956	0.99608402040017	1.21	955.15358823427	0.997333632458864	1.71	956.304525370856	0.998535395535821	2669.72013175963	1	118.469598050473	5.73076964069091e-16	926.781421058884	16.8366392066879	70.6653340909515	1.37650240981242e-05	1048.21319541068	309.035875219693	0.175825601741114	74.0417776467274	2.54443624667018e-06	955.461865381177	4.59229609002441	0.234139608571582	48.3669032749936	0.956796780444695	1007.45634690872	0.787218737541008	0.0203981224325906	1	54.5630104269893	0.0431869100949596
PGnos_high_hv13-2	0	10641.2869647245	35.28	9289	9284.45008406377	38.684414953337	0.872493159412146	28.7800000000017	8998.54876051282	0.845625983994482	80.3200000000042	10202.8205180476	0.958795731368733	107.960000000018	10401.3380268472	0.977451135499613	177.599999999983	10572.4712263228	0.99353313761485	8793.96440153026	1	132.249353108897	1.77421793412278e-13	8705.45733925492	0.253710589335355	128.74600426983	1.02270292804575e-12	9578.1894268109	4619.95147441575	0.929612564785983	83.8055651430359	0.00586734820731807	10610.3717166128	0.0229511553250804	0.226694183142227	73.559982358421	0.984559340122439	14472.2976937278	3.36764563090524	857.253184151436	0.32266859056439	82.8264123146442	0.00957331166904331
PGnos_high_hv13-2	1	1803.07629487097	35.28	1802.66480697738	1802.96165658683	0.0158341771580353	0.999936420724702	0.43	1743.37985699082	0.966891895783911	1.87	1772.88080637868	0.983253349523713	3.32999999999997	1783.10309804509	0.98892271121156	9.57999999999984	1797.31740769343	0.996806076817757	1933.38802602694	1	98.7056198410907	4.26466662234285e-22	1800.85976597384	1.32278639256637	25.6004891102141	3.19493866192648e-06	1801.06638960631	201.845294929794	0.500000001070623	27.3541611017017	1.32940555840717e-06	1803.05857648946	0.152480987576573	0.0120824030308575	0.316937699439544	0.987906755139897	1804.52507205223	19.2209941957144	851.642746586995	0.244137126061274	9.12356867310108	0.0120887205158826
PGnos_high_hv13-2	2	1032.50304874761	35.28	1032.62900326337	1032.50304874748	8.48706745555991e-11	0.999999999999882	2.25	998.654891906722	0.96721737830998	3.33999999999997	1025.57192498753	0.993287067027562	3.81999999999996	1029.00515312543	0.996612217633238	4.93999999999994	1031.74862992201	0.999269330171462	1108.84601531644	1	88.1747460616653	7.50842894951695e-20	1032.49893871754	1.49466999009465	0.509858612475849	0.816088979982956	1032.54821185883	61.2487369886502	0.500000000938235	5.07157551315539	0.0834013872380581	1032.4989447457	1.49466259121364	0.999985059065523	4.79557292802251	0.0957428771621896	1032.49893967753	66769.6310022019	44670.1180548305	1	10.7955735801277	0.00476675561679673
PGnos_inter_hv15	0	10453.9758953416	45.05	9046	9102.77693658288	43.8717341969821	0.870747840602845	41.4800000000003	8935.51942398992	0.854748424278623	90.0300000000092	10114.127957934	0.967491034912468	112.840000000021	10278.3534608911	0.983200417122762	168.009999999992	10414.5649226444	0.996230049400175	7823.87628073736	1	148.007755453539	2.00864909701096e-14	8791.19654602364	0.100258658691624	123.912167220864	3.42921391785503e-09	9691.13336155725	7126.5789705525	0.947935561461929	90.285711343024	0.0687205607385426	10491.5000941853	0.0294962932968985	0.460292577115256	85.0988714425051	0.919167517080294	11934.4967000614	14.6751926867704	2502.9137371893	0.564365229666324	93.7574282406073	0.0121119187519297
PGnos_inter_hv15	1	1253.08772868411	45.05	1198.89908174568	1249.98966739292	0.0672797592583868	0.997527658103845	4.94999999999994	1138.33525283797	0.908424228232894	8.31999999999987	1221.06457362685	0.974444602461402	9.88999999999983	1232.32557467407	0.98343120474746	14.4399999999997	1243.02333054133	0.991968321201786	1307.36116960881	1	83.7037457129978	0.109123966125999	1246.41972233015	0.505565455986624	79.9332530352524	0.718906191754283	1245.71278558003	1944.21430281428	0.545220049478655	84.2674248978091	0.0823225401022928	1247.24737222236	0.410058728180101	0.627989499734583	84.1941042153808	0.0853965147187392	1247.67886277559	8.94457452208552	15.5162200685561	1	90.1945063677326	0.00425078729868568
