KEGG_KO	Bee_Amellifera_hv13_2	Bee_Amellifera_hv15_1	Bee_Amellifera_wild_1	Bee_Bimpatiens_hv3_1	Bee_Bimpatiens_hv4_1	Bee_Bimpatiens_hv4_2	Flower_eDNA
K17410	20	0	26	4	0	0	0
K17411	0	12	0	0	0	9	0
K17413	0	12	0	0	0	12	0
K17417	0	0	0	2	0	4	0
K17419	2	0	0	0	0	0	0
K17421	0	0	0	0	0	17	0
K17422	0	0	0	0	0	8	0
K17424	2	0	0	0	0	12	0
K17425	4	0	0	32	8	6	0
K17426	1	29	0	0	0	0	0
K17427	0	2	0	20	0	40	0
K17428	0	0	0	8	0	6	0
K17430	16	4	0	0	0	4	0
K17435	0	0	0	0	0	13	0
K17436	2	4	0	0	0	1	0
K17437	0	0	0	0	0	9	0
K17438	0	0	0	0	0	4	0
K17439	1	23	0	12	0	18	0
K17440	0	0	0	0	0	4	0
K17441	0	8	0	0	0	0	0
K17448	0	18	0	0	0	0	0
K17449	0	18	0	0	0	0	0
K17450	0	16	0	36	4	106	0
K17451	84	39	80	8	0	0	0
K17452	4	0	0	0	0	0	0
K17454	0	8	0	0	0	0	0
K17455	0	9	0	4	0	0	0
K17457	0	8	0	0	0	0	0
K17458	4	0	0	0	0	0	0
K17459	4	0	0	0	0	0	0
K17461	4	0	0	0	0	0	0
K17462	10	0	0	0	0	0	0
K17463	393	2	1112	32	8	9	4
K17464	632	0	1547	65	7	78	30
K17465	66	0	233	11	0	2	0
K17466	205	0	613	25	8	0	3
K17467	201	2	497	24	0	12	4
K17468	41	0	221	1	4	10	0
K17469	2	0	2	0	0	1	2
K17470	5	0	5	0	1	0	0
K17471	6	0	0	1	0	0	0
K17472	0	31	0	0	0	0	0
K17473	74	0	236	6	6	0	0
K17474	8	0	8	0	0	0	0
K17475	4	2	0	0	0	0	0
K17477	3	0	3	2	0	0	0
K17478	10	4	35	0	0	2	0
K17479	2	6	1	0	0	5	0
K17480	0	0	0	2	0	0	0
K17481	2	0	2	0	1	13	0
K17485	14	0	12	0	0	0	0
K17489	5	61	4	0	0	0	0
K17491	10	1	1	10	0	34	0
K17492	7	11	0	0	0	0	0
K17493	8	6	0	1	0	0	0
K17494	2	0	0	0	2	0	0
K17495	4	55	4	0	0	0	0
K17496	3	2	0	0	10	78	0
K17497	78	8	72	33	0	94	0
K17498	8	0	24	6	0	15	0
K17499	1	2	0	0	0	1	0
K17500	2	0	0	4	0	0	0
K17503	0	1	0	0	0	0	0
K17504	0	1	0	0	0	0	0
K17506	10	0	0	1	0	0	0
K17508	1	6	0	0	0	6	0
K17509	3	10	0	0	0	0	0
K17513	0	5	0	0	0	0	0
K17514	0	3	0	0	0	0	0
K17523	0	6	0	0	0	0	0
K17525	3	3	0	0	0	0	0
K17526	12	0	0	0	0	0	0
K17529	0	2	1	0	0	0	0
K17531	0	24	0	0	0	0	0
K17534	0	23	0	0	2	5	0
K17535	34	2	50	2	0	6	0
K17537	0	1	0	0	0	0	0
K17538	0	1	0	0	0	0	0
K17539	0	4	0	0	0	0	0
K17541	0	3	1	28	0	8	0
K17542	0	4	0	0	0	0	0
K17543	1	8	0	0	0	0	0
K17545	0	3	1	0	0	0	2
K17548	0	4	0	0	0	0	0
K17550	0	0	1	16	0	35	0
K17551	62	1927	2	31	2	5	3
K17552	1	0	0	0	0	0	0
K17553	6	0	0	0	0	4	0
K17554	0	0	2	1	0	0	0
K17555	0	3	0	0	0	0	0
K17557	0	30	0	0	0	0	0
K17560	3	0	0	0	0	0	0
K17563	0	2	0	0	0	0	0
K17570	12	9	28	0	3	0	0
K17572	9	4	4	2	0	0	0
K17573	2	0	0	0	0	0	0
K17576	1	23	0	0	0	0	0
K17577	0	3	0	6	0	0	0
K17578	0	0	0	1	0	1	0
K17580	0	1	0	0	0	0	0
K17582	0	2	0	0	0	0	0
K17583	45	12	30	28	23	66	0
K17584	0	0	4	0	0	0	0
K17585	2	5	0	0	0	0	0
K17586	0	2	0	0	0	0	0
K17588	0	8	4	0	0	0	0
K17589	2	3	1	3	0	0	0
K17591	0	20	0	0	0	0	0
K17592	19	8	37	2	0	1	0
K17597	0	1	2	1	0	0	0
K17598	21	37	4	0	0	0	0
K17599	6	6	6	2	0	0	0
K17600	2	1	1	0	0	2	0
K17601	8	28	0	0	0	0	0
K17602	0	8	0	0	0	0	0
K17603	20	1	8	0	0	2	0
K17604	34	0	12	2	0	0	0
K17605	8	0	30	0	0	36	0
K17606	2	8	0	4	0	13	0
K17607	2	8	0	19	0	36	0
K17608	5	20	0	2	0	5	0
K17609	3	0	0	0	0	0	0
K17610	14	0	10	0	0	0	0
K17615	0	0	0	4	0	50	0
K17616	2	0	0	1	0	4	0
K17617	16	3	0	10	0	18	0
K17618	4	0	0	0	0	0	0
K17619	8	0	23	6	0	20	0
K17620	4	0	0	0	0	0	0
K17622	4	0	0	0	0	0	0
K17623	4	0	10	4	0	18	0
K17624	7215	55	16784	463	195	1964	86
K17630	6	109	0	0	0	0	0
K17631	4	21	0	0	0	0	0
K17632	0	4	0	0	0	0	0
K17633	4	28	0	0	0	3	0
K17634	0	4	0	0	0	0	0
K17635	3	129	0	2	0	4	0
K17637	37	0	36	20	0	0	0
K17639	2	69	0	0	0	4	0
K17640	769	3	1240	8	14	2	21
K17641	102	3	254	8	0	0	0
K17642	7	0	5	0	0	0	0
K17647	0	2	0	0	0	0	0
K17651	0	4	0	0	0	2	0
K17654	0	4	0	0	0	0	0
K17656	0	13	0	2	0	45	0
K17659	0	5	0	0	0	0	0
K17662	0	28	0	0	4	39	0
K17663	0	0	0	0	0	1	0
K17666	0	0	0	0	0	4	0
K17669	0	0	2	0	0	0	0
K17673	0	0	0	4	0	0	0
K17675	4342	199	9112	240	25	46	56
K17677	3	0	0	6	18	13	0
K17678	0	0	0	0	8	16	0
K17679	0	8	0	0	0	50	0
K17680	209	4	398	109	94	111	1
K17681	86	6	220	14	0	0	4
K17682	0	0	0	1	0	0	0
K17683	0	27	0	0	0	0	0
K17684	0	26	0	0	0	0	0
K17685	0	31	0	0	0	0	0
K17686	35747	2206	68310	8361	3133	8134	660
K17687	0	20	0	0	0	0	0
K17689	0	2	0	0	0	0	0
K17690	0	2	0	0	0	0	0
K17691	0	2	0	0	0	0	0
K17692	0	2	0	0	0	0	0
K17693	0	0	2	0	0	0	0
K17695	0	0	2	0	0	0	0
K17696	0	0	2	0	0	0	0
K17697	11	6	0	2	0	0	0
K17699	0	40	0	0	0	0	0
K17700	5	0	24	3	0	0	0
K17701	7	12	8	2	0	0	0
K17702	7	12	8	2	0	0	0
K17704	2	1	9	0	0	0	0
K17707	8	7	0	0	0	0	0
K17708	5	0	20	0	0	0	0
K17709	0	1	0	0	0	0	0
K17710	80	13	4	0	0	2	0
K17712	0	16	0	0	0	0	0
K17713	1282	17	2410	149	84	140	12
K17714	0	0	0	0	0	3	0
K17716	8	0	13	0	0	0	0
K17718	0	1	0	0	0	0	0
K17720	0	1	0	0	0	0	0
K17721	0	4	0	0	0	0	0
K17722	0	30	0	0	0	0	0
K17723	47	37	365	82	0	0	0
K17725	2	0	1	0	0	0	0
K17726	0	23	0	0	0	0	0
K17728	0	16	0	0	0	0	0
K17729	0	20	0	0	0	0	0
K17730	0	16	0	0	0	0	0
K17731	0	23	0	0	0	0	0
K17732	4	8	5	28	4	96	2
K17733	180	0	53	133	1	18	0
K17734	4	5	0	0	0	0	0
K17735	0	0	4	8	0	10	0
K17736	329	4	695	30	15	12	23
K17737	8	0	8	6	0	5	0
K17741	0	0	0	8	0	22	0
K17742	0	0	7	53	0	147	0
K17743	670	4	1498	72	22	12	32
K17751	37	74	2	0	0	0	4
K17752	0	8	0	0	0	0	0
K17754	0	0	0	0	0	8	0
K17755	0	4	0	0	0	0	0
K17756	263	0	189	22	0	1	0
K17757	16	2	19	4	16	44	0
K17758	7614	1790	15339	2057	626	1768	224
K17759	7313	3085	14965	2089	595	1827	220
K17760	10	10	0	4	0	0	0
K17761	3	0	15	2	0	0	0
K17762	8	1	0	0	0	0	0
K17763	10	12	45	0	0	0	0
K17764	0	0	0	5	0	22	0
K17765	0	0	0	8	0	6	0
K17768	0	4	6	4	0	19	0
K17769	2	0	4	0	2	29	0
K17770	8	11	7	0	1	7	0
K17771	4	37	0	0	0	10	0
K17774	2	0	0	6	0	9	0
K17775	0	0	4	0	0	12	0
K17776	1	0	0	0	0	0	0
K17777	2	0	0	0	0	9	0
K17778	0	0	0	6	0	0	0
K17780	2	0	0	6	0	0	0
K17781	0	6	0	12	0	2	0
K17782	0	0	0	0	12	20	0
K17783	89	0	82	0	1	24	0
K17784	0	3	0	0	0	5	0
K17785	0	24	0	9	4	73	0
K17786	0	0	0	6	0	0	0
K17790	14	0	28	2	0	53	0
K17791	0	0	0	2	0	8	0
K17792	0	6	0	26	0	27	0
K17794	6	0	0	10	0	24	2
K17795	1	13	0	6	4	37	0
K17796	0	0	0	0	0	9	0
K17797	0	41	0	0	2	4	0
K17800	6	64	0	5	12	12	0
K17803	0	0	0	0	0	16	0
K17804	0	0	0	2	0	28	0
K17805	0	40	0	0	2	11	0
K17806	2	0	0	0	0	11	0
K17807	0	2	0	22	0	24	0
K17808	0	0	0	0	4	10	0
K17809	2	0	0	0	0	0	0
K17810	6327	426	13170	1669	754	1717	153
K17815	9	0	38	14	0	0	0
K17816	0	6	0	0	0	0	0
K17817	0	8	0	0	0	0	2
K17818	681	0	751	39	5	10	6
K17819	0	0	58	0	21	14	0
K17820	34	68	22	30	0	34	0
K17821	8	0	28	0	0	0	0
K17822	0	3	0	7	0	2	0
K17823	0	20	0	0	0	0	0
K17825	0	0	0	4	0	0	0
K17828	6696	126	12389	2076	644	1882	127
K17829	0	6	0	0	0	0	0
K17836	1310	43	3349	167	19	42	19
K17837	2	24	0	0	16	0	0
K17838	4	0	0	0	0	0	0
K17839	0	0	0	0	0	4	0
K17844	10	18	0	0	0	0	0
K17845	0	21	2	0	0	0	0
K17847	1	6	0	0	0	0	0
K17848	1	45	0	8	0	0	0
K17849	0	4	6	0	0	0	0
K17850	0	0	0	10	0	4	0
K17854	2	0	1	0	0	0	0
K17855	0	6	0	0	0	0	0
K17859	0	31	0	0	0	0	0
K17860	0	2	0	0	0	0	0
K17865	0	0	53	2	0	28	0
K17866	0	1	0	2	4	8	0
K17868	0	0	0	0	0	4	0
K17869	270	3191	366	182	4	40	28
K17871	13	6	0	13	4	53	0
K17872	1	0	0	0	0	0	0
K17874	4	0	0	0	0	0	2
K17877	0	0	0	6	1	0	0
K17878	0	0	0	6	0	45	0
K17879	2	0	30	2	0	0	0
K17883	2	32	0	4	0	0	0
K17884	0	0	1	0	0	0	0
K17887	0	8	0	0	4	52	0
K17891	89	0	82	0	1	10	0
K17893	6	0	0	0	0	0	0
K17894	2	6	0	0	0	1	0
K17895	0	6	0	0	0	1	0
K17896	0	0	0	0	0	7	0
K17897	2	2	0	0	0	0	0
K17898	0	41	0	0	0	0	0
K17899	0	8	0	0	0	0	0
K17900	26	0	32	5	4	17	0
K17902	0	6	0	0	0	0	0
K17903	0	4	0	0	0	0	0
K17904	0	24	0	0	0	0	0
K17905	0	12	0	0	0	0	0
K17906	9	16	0	0	0	14	0
K17907	1	31	0	14	4	70	0
K17908	2	20	1	21	0	53	0
K17912	2	0	0	0	0	0	0
K17913	6	0	0	0	0	0	0
K17914	59	17	38	13	0	2	2
K17916	11	2	37	4	0	2	0
K17917	3	3	0	5	0	12	0
K17918	15	578	5	8	0	21	0
K17919	1	0	0	4	0	6	0
K17922	2	1	0	3	0	4	0
K17923	0	12	0	0	0	0	0
K17925	10	0	0	0	0	6	0
K17930	0	3	0	0	0	0	0
K17931	0	1	0	0	0	0	0
K17932	0	1	0	0	0	0	0
K17933	0	1	5	0	0	0	0
K17936	0	1	0	0	2	0	0
K17938	341	4	280	54	42	44	9
K17941	18	0	6	0	0	0	0
K17943	109	31	114	24	1	19	0
K17944	0	12	0	18	0	7	0
K17945	0	0	0	4	0	15	0
K17946	1	0	0	0	0	0	0
K17947	174	11	278	4	0	0	4
K17950	6	0	0	0	0	0	0
K17951	0	8	0	0	0	0	0
K17952	0	3	0	0	0	0	0
K17953	16	12	0	0	0	0	0
K17954	0	15	0	0	0	0	0
K17955	1	0	0	0	0	0	0
K17956	1	0	0	0	0	0	0
K17957	1	0	0	0	0	0	0
K17958	1	0	0	0	0	0	0
K17959	0	15	0	0	0	0	0
K17961	5	0	2	0	0	0	0
K17963	0	8	0	0	0	0	0
K17964	75	8	8	0	0	0	0
K17967	0	8	0	0	0	0	8
K17968	1	1	0	12	2	0	0
K17969	0	8	0	9	0	7	0
K17970	8	0	0	3	1	1	0
K17971	31	0	70	7	8	34	0
K17972	24	16	11	0	4	24	0
K17973	2	0	0	0	8	12	0
K17974	12	0	0	0	0	30	0
K17976	0	0	0	0	2	0	0
K17978	0	4	0	0	2	6	0
K17979	0	0	0	24	5	80	0
K17980	0	0	0	0	0	1	0
K17981	0	6	0	0	0	0	0
K17982	2	0	0	0	0	1	0
K17983	0	0	0	1	0	5	0
K17985	0	33	0	0	0	1	0
K17987	1	0	0	0	0	4	0
K17988	0	1	0	0	0	1	0
K17989	45	0	700	27	4	0	0
K18005	4	0	0	0	0	0	0
K18006	1	32	0	0	0	0	0
K18007	0	32	0	0	0	0	0
K18009	8	0	38	14	22	472	0
K18011	0	0	0	0	0	2	0
K18013	86	0	96	6	4	4	4
K18014	0	2	0	0	0	0	0
K18025	2	3	1	0	0	0	0
K18027	1	4	0	0	0	0	0
K18028	0	8	0	0	4	16	0
K18029	0	0	0	0	0	2	0
K18030	2	0	73	0	3	4	0
K18032	11	37	0	0	2	0	4
K18034	0	9	0	0	0	0	0
K18036	0	52	0	0	4	0	0
K18037	1	4	0	0	0	0	0
K18038	5	0	0	0	0	0	0
K18039	61	2	34	5	4	0	0
K18040	0	3	0	0	0	0	0
K18043	0	0	0	0	0	16	0
K18044	0	0	0	0	0	6	0
K18045	0	0	0	5	0	26	0
K18046	0	0	0	8	0	0	0
K18047	2	52	0	3	0	0	0
K18050	93	9	90	29	1	44	0
K18051	5	0	0	0	0	0	0
K18052	4	1	0	0	0	0	0
K18056	0	0	1	0	0	0	0
K18059	6	0	0	0	0	0	0
K18060	0	8	0	0	0	0	0
K18061	8	8	1	1	0	0	0
K18064	0	0	0	3	0	5	0
K18065	0	0	0	3	0	5	0
K18066	0	12	0	0	0	0	0
K18067	12	0	26	4	0	0	0
K18069	0	0	2	0	0	0	0
K18072	2114	22	4783	153	89	132	28
K18073	799	6	1245	93	22	84	5
K18078	82	8	151	4	0	0	0
K18080	3	6	25	1	0	0	0
K18081	17	0	0	0	0	0	0
K18083	3	3	10	12	4	19	0
K18084	0	4	0	0	0	0	0
K18085	0	4	0	0	0	0	0
K18086	0	0	0	0	0	1	0
K18091	0	7	1	0	0	0	0
K18092	0	2	0	0	0	0	0
K18093	0	2	747	36	3	0	0
K18096	8	0	0	0	0	0	0
K18097	0	10	11	5	14	83	0
K18098	4	0	10	0	0	0	0
K18102	3	0	28	0	0	0	0
K18103	0	0	0	8	0	0	0
K18104	4976	87	11900	500	101	122	132
K18107	1	8	2	0	0	9	0
K18108	1	4	0	0	0	0	0
K18114	0	0	0	0	2	0	0
K18118	3247	56	4420	278	76	139	16
K18119	3	0	0	0	0	12	0
K18120	0	4	0	0	0	0	0
K18121	1	14	2	0	0	0	0
K18133	547	4	692	79	35	97	24
K18134	14	0	0	0	0	2	0
K18135	516	0	1143	55	0	0	0
K18137	8	0	0	0	0	0	0
K18138	13258	331	24370	1696	839	1228	203
K18139	2131	67	2679	306	123	196	41
K18140	0	0	1	0	0	0	0
K18141	789	14	1597	353	196	153	8
K18142	3140	48	5301	930	514	666	80
K18143	17	20	0	0	0	8	0
K18144	24	10	0	5	14	21	0
K18145	0	0	0	0	0	2	0
K18146	4	4	24	0	4	0	0
K18147	6	12	2	0	6	0	0
K18148	1105	12	2228	105	23	172	25
K18156	0	0	0	15	0	18	0
K18158	8	0	0	0	14	16	0
K18159	0	0	0	6	0	9	0
K18160	0	0	0	0	0	13	0
K18161	0	3	0	0	0	0	0
K18162	0	0	0	0	6	34	0
K18163	80	3	461	24	8	4	8
K18164	698	8	1846	63	4	15	0
K18167	0	0	0	6	4	8	0
K18168	0	0	0	0	2	4	0
K18171	6	0	0	0	0	2	0
K18173	1	0	0	0	0	13	0
K18176	0	0	0	4	0	1	0
K18177	10	0	26	14	0	0	0
K18178	0	0	0	10	6	30	0
K18179	0	4	0	0	0	10	0
K18181	0	0	0	0	0	2	0
K18182	0	0	0	0	0	26	0
K18183	4	0	0	0	0	15	0
K18185	0	0	0	4	0	7	0
K18187	0	0	0	0	0	8	0
K18188	0	3	0	0	0	0	0
K18189	0	0	16	0	0	0	0
K18191	0	0	0	0	0	4	0
K18192	0	0	0	0	0	4	0
K18195	910	0	1112	25	6	10	24
K18196	1	0	1	0	0	0	0
K18199	715	0	1727	43	9	12	0
K18200	0	1	0	0	0	0	0
K18202	7	0	0	0	0	1	0
K18203	4	0	2	0	4	1	0
K18204	2	16	5	0	5	17	2
K18205	792	0	1512	69	39	792	9
K18206	379	9	198	46	133	1179	1
K18207	2	0	0	0	0	1	0
K18209	16	0	4	0	0	0	0
K18211	13	0	0	0	0	0	0
K18213	0	0	0	0	0	2	0
K18215	0	32	0	0	0	0	0
K18216	1	1	11	12	2	0	0
K18217	0	0	4	0	0	0	0
K18220	6085	57	13184	1800	625	1827	110
K18222	0	3	0	0	0	0	0
K18227	6	0	0	0	0	0	0
K18230	0	31	9	0	0	0	0
K18231	2780	83	5896	300	87	92	49
K18232	0	10	0	0	0	0	0
K18233	0	14	0	0	0	0	0
K18234	22	0	189	6	3	0	7
K18235	0	0	0	0	12	0	0
K18242	0	8	2	4	0	0	0
K18244	718	13	1389	28	18	0	9
K18245	1	6	0	0	0	0	0
K18248	0	0	0	0	0	2	0
K18251	4	0	0	0	0	0	0
K18258	6	0	22	0	0	0	0
K18260	0	4	0	0	0	0	0
K18261	0	12	0	0	0	0	0
K18263	0	2	0	0	0	0	0
K18264	0	4	0	0	0	0	0
K18266	4	10	4	1	0	0	0
K18267	0	9	0	0	0	0	0
K18270	11	3	0	0	0	0	0
K18272	0	0	0	0	0	1	0
K18273	2	4	0	0	0	0	0
K18274	4	0	0	0	0	0	0
K18277	0	30	1	0	0	0	0
K18281	0	0	0	6	0	0	0
K18283	0	7	0	0	0	0	0
K18285	0	0	4	0	0	0	0
K18288	20	0	0	0	0	0	0
K18289	0	0	0	0	4	4	0
K18291	587	0	1104	20	6	0	0
K18292	8	16	100	14	0	6	0
K18293	0	6	0	0	0	0	0
K18295	0	0	0	0	0	2	0
K18296	0	0	10	0	16	4	0
K18297	4	16	0	10	22	21	0
K18298	0	4	0	0	4	13	0
K18299	8	26	6	8	6	24	0
K18300	4	0	0	0	0	4	0
K18301	16	0	6	0	0	0	0
K18302	34	12	0	0	0	8	0
K18303	34	12	22	14	44	68	0
K18307	6	0	0	0	2	20	0
K18308	0	0	0	0	12	6	0
K18309	0	4	0	0	0	0	0
K18320	335	32	271	9	13	0	6
K18321	0	1	0	0	10	0	0
K18322	2	7	45	0	14	1	0
K18323	44	6	48	0	6	2	0
K18324	4	0	27	3	17	12	0
K18326	1004	12	1714	107	121	108	25
K18327	4	0	0	8	4	1	0
K18328	0	0	0	6	2	27	0
K18329	0	8	0	0	0	0	0
K18331	18	0	29	32	0	2	4
K18332	0	0	12	0	0	3	0
K18333	1721	12	3661	101	44	287	25
K18334	3210	48	7223	480	56	548	54
K18335	186	8	986	2	23	19	0
K18336	43	13	324	8	0	0	0
K18337	16	0	24	0	0	0	4
K18340	0	8	0	0	0	0	0
K18341	0	6	0	0	0	0	0
K18342	4	0	0	0	0	2	0
K18344	0	0	0	0	0	2	0
K18346	593	0	916	89	58	98	28
K18347	3960	55	8565	311	165	187	111
K18348	0	0	2	0	0	0	0
K18350	0	0	0	0	2	0	0
K18351	1	13	0	0	0	0	0
K18353	2596	179	5861	1135	422	1195	17
K18354	705	96	1076	24	4	16	12
K18360	9	0	11	0	0	0	0
K18364	11	4	2	0	0	0	0
K18365	24	0	0	2	0	0	0
K18366	11	3	0	2	0	0	0
K18368	2	0	0	0	0	0	0
K18369	947	20	1233	57	16	191	12
K18370	0	18	1	0	0	0	0
K18371	0	14	0	0	0	0	0
K18372	4	6	0	0	0	0	0
K18376	0	4	0	0	0	0	0
K18382	21	0	242	8	9	38	0
K18383	64	0	14	0	0	0	0
K18398	6	15	0	26	11	16	0
K18400	0	4	0	0	0	0	0
K18401	1	0	0	0	0	0	0
K18402	0	24	0	0	0	17	0
K18403	1	8	0	0	0	2	0
K18404	0	0	6	0	0	0	0
K18405	0	4	0	0	0	0	0
K18406	0	6	0	0	0	0	0
K18408	2	10	0	0	0	0	0
K18411	1	0	0	0	0	0	0
K18412	98	26	121	4	0	4	0
K18418	0	6	0	0	0	0	0
K18420	0	0	2	0	0	0	0
K18423	0	8	0	15	0	50	0
K18424	2	0	0	0	0	2	0
K18425	2	0	0	0	0	0	0
K18427	1	0	0	0	0	0	0
K18429	4	0	0	0	0	0	0
K18430	8	0	0	0	0	0	0
K18431	8	0	0	0	0	0	0
K18435	0	12	0	0	0	0	0
K18436	2	0	0	1	0	1	0
K18437	24	7	64	2	0	0	0
K18438	8	0	2	0	0	0	0
K18439	0	0	0	0	2	0	0
K18440	0	0	0	0	2	0	0
K18441	0	3	0	0	0	0	0
K18442	3	26	6	17	13	21	0
K18443	82	0	48	54	3	23	0
K18445	22	36	8	41	0	4	2
K18446	449	25	972	208	120	161	13
K18447	0	0	0	0	0	4	0
K18449	0	0	0	0	0	2	0
K18455	0	14	0	0	0	0	0
K18456	20	12	0	2	4	2	0
K18457	526	16	1390	22	2	17	9
K18459	8	0	0	0	12	14	0
K18460	8	36	0	0	0	0	0
K18461	0	34	0	0	0	0	0
K18465	0	0	4	0	0	0	0
K18466	0	0	0	14	0	40	0
K18467	0	0	12	18	0	6	0
K18468	0	8	0	12	4	26	0
K18469	4	0	0	0	0	4	0
K18470	0	13	0	0	0	3	0
K18471	116	0	303	18	2	12	4
K18472	2	8	0	0	0	0	0
K18475	0	0	0	12	0	4	0
K18476	944	0	1930	50	6	7	29
K18477	0	0	0	34	0	21	0
K18478	51	0	158	6	0	1	4
K18479	105	8	387	4	4	0	2
K18480	454	14	731	8	11	0	0
K18481	33	0	57	0	1	0	0
K18482	50	0	0	1	0	0	1
K18484	1	0	0	0	1	0	0
K18485	2	0	0	0	0	0	0
K18487	0	4	4	0	0	0	0
K18490	0	6	2	0	0	0	0
K18491	1	1	5	0	0	0	0
K18492	0	8	0	0	0	0	0
K18498	0	1	0	0	0	0	0
K18499	0	1	0	0	0	0	0
K18529	0	28	0	0	0	0	0
K18532	12	0	38	12	0	59	0
K18533	0	36	0	0	0	0	0
K18538	2	0	0	0	0	0	0
K18540	0	0	20	0	0	0	0
K18542	0	15	0	0	0	0	0
K18543	0	15	0	0	0	0	0
K18546	0	0	0	0	1	2	0
K18550	74	2	108	48	8	117	0
K18551	458	0	604	26	0	16	0
K18552	2	16	0	0	24	0	0
K18553	0	3	0	0	0	0	0
K18555	8	0	19	0	0	2	0
K18561	3	0	0	12	0	0	0
K18567	371	0	664	18	19	11	0
K18568	0	9	1	0	0	0	0
K18573	0	4	0	24	2	75	0
K18577	4	0	2	0	0	0	0
K18578	0	0	0	0	4	0	0
K18580	0	0	0	4	0	0	0
K18581	100	16	168	35	0	6	18
K18584	4	0	0	10	8	58	0
K18585	14	0	0	0	0	0	0
K18586	0	0	0	9	4	25	0
K18587	4	17	0	2	0	10	0
K18588	395	1	819	14	4	0	2
K18590	303	20	629	148	80	79	15
K18592	208	37	264	37	4	58	0
K18595	7	8	0	0	0	0	0
K18596	3	25	0	0	0	0	0
K18615	0	0	8	0	0	0	0
K18616	0	5	0	0	0	0	0
K18617	0	1	0	0	0	0	0
K18619	4	40	0	0	0	0	0
K18621	0	4	0	0	0	0	0
K18622	2	0	0	0	0	0	0
K18624	8	0	28	0	0	1	0
K18625	1	35	0	0	0	0	0
K18626	85	57	111	6	0	4	5
K18629	0	12	0	0	0	0	0
K18631	1	4	0	0	0	0	0
K18633	0	2	0	0	0	0	0
K18635	0	0	0	2	0	8	0
K18637	0	0	4	0	0	31	0
K18638	0	0	0	2	0	0	0
K18640	0	0	0	0	16	0	0
K18642	6	17	21	0	2	0	0
K18643	0	0	4	0	0	0	0
K18646	1	0	0	0	0	0	0
K18647	12	0	0	0	0	0	2
K18649	803	10	1336	46	4	13	8
K18650	4	8	0	0	0	0	0
K18652	0	0	0	12	8	0	0
K18653	2	0	8	0	0	0	0
K18655	54	2	138	12	8	80	0
K18657	366	0	753	116	122	54	6
K18658	0	0	0	7	1	12	0
K18660	1	3	3	0	0	0	0
K18661	7	4	3	0	0	0	0
K18662	2	0	0	0	0	0	0
K18663	16	7	4	0	0	28	0
K18664	2	0	4	31	0	158	0
K18666	0	8	0	0	0	0	0
K18667	165	17	12	16	6	31	10
K18668	0	1	0	0	0	0	0
K18669	14	41	0	5	0	11	0
K18670	54	0	36	14	0	93	0
K18671	0	0	0	0	0	8	0
K18672	1895	1581	3799	289	52	165	49
K18673	6	0	40	2	0	10	0
K18674	11	18	6	0	0	0	0
K18675	22	4	160	28	48	126	2
K18676	134	28	84	6	8	10	8
K18679	0	0	4	16	4	69	0
K18680	0	0	4	16	4	69	0
K18681	0	112	2	0	0	0	1
K18682	4627	3379	9075	625	95	407	162
K18687	12	7	0	0	0	0	0
K18688	0	0	8	0	0	0	0
K18689	84	0	153	7	0	0	0
K18691	79	24	867	219	206	188	0
K18692	3763	2255	6985	323	78	262	122
K18693	79	0	66	5	0	9	0
K18694	0	2	0	0	0	8	0
K18695	0	3	0	0	0	0	0
K18696	36	0	54	14	6	37	0
K18697	0	8	1	18	4	36	0
K18698	0	0	6	0	2	0	0
K18699	0	0	6	0	2	0	0
K18702	0	25	0	0	0	0	0
K18703	0	3	0	8	0	0	0
K18704	0	0	1	0	0	0	0
K18705	1	4	0	0	0	0	0
K18707	1779	9	4609	115	30	22	13
K18709	10	0	0	0	0	0	0
K18710	0	22	1	0	0	0	2
K18711	8	42	0	10	0	0	0
K18715	0	0	0	4	0	0	0
K18716	2	0	0	2	0	2	0
K18717	0	0	0	4	0	8	0
K18719	18	0	4	0	0	0	0
K18720	8	0	0	2	0	19	0
K18722	0	0	0	8	0	14	0
K18723	5	0	0	9	0	7	0
K18725	0	32	0	4	0	2	0
K18726	6	0	0	1	0	6	0
K18727	4	28	4	0	0	9	0
K18729	1	0	0	0	0	0	0
K18730	8	0	0	12	0	6	3
K18732	1	26	2	0	0	0	0
K18733	0	2	0	0	0	0	1
K18734	4	16	0	0	0	0	0
K18736	0	0	0	0	0	4	0
K18737	0	0	0	4	0	4	0
K18738	8	1	6	8	0	0	0
K18739	2	0	0	3	0	1	0
K18740	49	18	110	6	0	0	0
K18746	0	2	0	0	0	0	0
K18748	0	0	0	26	0	21	0
K18749	73	4	103	9	1	9	0
K18752	10	40	4	18	0	69	0
K18753	68	0	84	16	0	4	0
K18754	9	2	0	0	0	0	0
K18755	1	0	1	0	0	0	0
K18756	0	1	0	0	0	0	0
K18757	196	11	259	24	1	4	12
K18758	0	8	0	0	0	0	0
K18763	2	0	4	0	0	0	0
K18764	6	0	0	0	0	0	0
K18765	4	0	4	4	0	8	0
K18770	3093	11	4259	139	54	491	71
K18773	0	16	0	0	0	0	0
K18775	180	93	585	4	0	0	8
K18778	725	12	1102	120	99	137	33
K18785	0	16	0	0	0	0	0
K18786	10277	84	26833	634	116	63	137
K18788	14	0	34	0	0	0	0
K18789	0	0	0	0	0	3	0
K18793	4	0	0	0	0	0	0
